id,name,port_code,shipment_type_name,country_country_code
3000,Vals-Lanas,OBS,Air,FR
3001,Aurillac,AUR,Air,FR
3002,Auxerre Branches,AUF,Air,FR
3003,Avignon Railway,XZN,Air,FR
3004,Avignon-Caum,AVN,Air,FR
3005,Avoriaz,AVF,Air,FR
3006,Barcelonnette,BAE,Air,FR
3007,Poretta,BIA,Air,FR
3008,Fontaine,BOR,Air,FR
3009,Roumanieres,EGC,Air,FR
3010,Beziers Vias,BZR,Air,FR
3011,Biarritz Parme,BIQ,Air,FR
3012,Bordeaux Airport,BOD,Air,FR
3013,Gare de Bordeaux,ZFQ,Air,FR
3014,Bourges,BOU,Air,FR
3015,Guipavas,BES,Air,FR
3016,Laroche,BVE,Air,FR
3017,Carpiquet,CFR,Air,FR
3018,Laberandie,ZAO,Air,FR
3019,Calais,CQF,Air,FR
3020,Ste Catherine,CLY,Air,FR
3021,Croisette Heliport,JCA,Air,FR
3022,Mandelieu,CEQ,Air,FR
3023,Vieux Port,QYW,Air,FR
3024,Salvaza,CCF,Air,FR
3025,Mazamet,DCM,Air,FR
3026,Vatry Airport,XCR,Air,FR
3027,Chambery,CMF,Air,FR
3028,Chateauroux,CHR,Air,FR
3029,Maupertus,CER,Air,FR
3030,Le Pontreau,CET,Air,FR
3031,Aulnat,CFE,Air,FR
3032,Parvaud,CNG,Air,FR
3033,Colmar-Houssen,CMR,Air,FR
3034,Courchevel,CVF,Air,FR
3035,Creil,CSF,Air,FR
3036,St Gatien,DOL,Air,FR
3037,Deux Alpes,DXA,Air,FR
3038,Dieppe,DPE,Air,FR
3039,Dijon,DIJ,Air,FR
3040,Pleurtuit,DNR,Air,FR
3041,Disneyland Paris,DLP,Air,FR
3042,Tavaux,DLE,Air,FR
3043,Mirecourt,EPL,Air,FR
3044,Evreux,EVX,Air,FR
3045,Heliport,JEV,Air,FR
3046,Sud Corse,FSC,Air,FR
3047,Frejus,FRJ,Air,FR
3048,Tallard,GAT,Air,FR
3049,Granville,GFR,Air,FR
3050,Merville/Calonne,HZB,Air,FR
3051,Juan Les Pins,JLP,Air,FR
3052,Montoir,LBY,Air,FR
3053,La Plagne,PLG,Air,FR
3054,Les Ajoncs,EDM,Air,FR
3055,Laleu,LRH,Air,FR
3056,Landivisiau,LDV,Air,FR
3057,Servel,LAI,Air,FR
3058,Entrammes,LVA,Air,FR
3059,Le Castellet,CTT,Air,FR
3060,Octeville,LEH,Air,FR
3061,Arnage,LME,Air,FR
3062,Loudes,LPY,Air,FR
3063,Le Touquet,LTQ,Air,FR
3064,Talmont,LSO,Air,FR
3065,Lesquin,LIL,Air,FR
3066,Lille Europe Rail Svc,XDB,Air,FR
3067,Lille Flanders Rail Sv,XFA,Air,FR
3068,Bellegarde,LIG,Air,FR
3069,Lann Bihoue,LRT,Air,FR
3070,Tarbes Ossun Lourdes,LDE,Air,FR
3071,Bron,LYN,Air,FR
3072,Lyon Part-Dieu Rail Sv,XYD,Air,FR
3073,Lyon Perrache Rail Svc,XYL,Air,FR
3074,Lyon Satolas Rail Svc,XYV,Air,FR
3075,Saint Geoirs,GNB,Air,FR
3076,Satolas,LYS,Air,FR
3077,Marseille Provence Airport,MRS,Air,FR
3078,Marseille Railway,XRF,Air,FR
3079,Megeve,MVV,Air,FR
3080,Brenoux,MEN,Air,FR
3081,Meribel,MFX,Air,FR
3082,Frescaty,MZM,Air,FR
3083,Metz-Nancy-Lorraine,ETZ,Air,FR
3084,Gueret (Lepaud),MCU,Air,FR
3085,Montpellier Méditerranée,MPL,Air,FR
3086,Montpellier Railway,XPJ,Air,FR
3087,Morlaix,MXN,Air,FR
3088,Euroairport,MLH,Air,FR
3089,Essey,ENC,Air,FR
3090,Nantes Atlantique,NTE,Air,FR
3091,Nevers,NVS,Air,FR
3092,Garons,FNI,Air,FR
3093,Railway,ZYN,Air,FR
3094,Niort,NIT,Air,FR
3095,Orleans,ORE,Air,FR
3096,Aerogare des Invalides,XEX,Air,FR
3097,Beauvais-Tille,BVA,Air,FR
3098,C.de G. /TGV Rail Svc,XDT,Air,FR
3099,Charles De Gaulle,CDG,Air,FR
3100,Etoile,XTT,Air,FR
3101,Gare du Nord Rail Stn,XPG,Air,FR
3102,Gare Montparnasse,XGB,Air,FR
3103,Heliport De Paris,JDP,Air,FR
3104,La Defense Heliport,JPU,Air,FR
3105,Le Bourget,LBG,Air,FR
3106,Orly,ORY,Air,FR
3107,Paris Cergy Pontoise,POX,Air,FR
3108,Villa Coublay,VIY,Air,FR
3109,Uzein,PUF,Air,FR
3110,Perigueux,PGX,Air,FR
3111,Llabanere,PGF,Air,FR
3112,Biard,PIS,Air,FR
3113,Propriano,PRP,Air,FR
3114,Pluguffan,UIP,Air,FR
3115,Reims,RHE,Air,FR
3116,Gare de Rennes,ZFJ,Air,FR
3117,St Jacques,RNS,Air,FR
3118,Renaison,RNE,Air,FR
3119,Saint Agnant,RCO,Air,FR
3120,Marcillac,RDZ,Air,FR
3121,Boos,URO,Air,FR
3122,Medis,RYN,Air,FR
3123,Harbour,XPZ,Air,FR
3124,La Mole,LTT,Air,FR
3125,Charolais Bourgogne S.,SYT,Air,FR
3126,Serre Chevalier,SEC,Air,FR
3127,Solenzara,SOZ,Air,FR
3128,Sophia Antipolis,SXD,Air,FR
3129,Tremuson,SBK,Air,FR
3130,St Crepin,SCP,Air,FR
3131,Boutheon,EBU,Air,FR
3132,Montoir,SNR,Air,FR
3133,Entzheim,SXB,Air,FR
3134,Tignes,TGF,Air,FR
3135,Hyeres,TLN,Air,FR
3136,TGV Station,XZV,Air,FR
3137,Blagnac,TLS,Air,FR
3138,Montaudran,XYT,Air,FR
3139,St Symphorien,TUF,Air,FR
3140,Toussus-le-noble,TNF,Air,FR
3141,Chabeuil,VAF,Air,FR
3142,Meucon,VNE,Air,FR
3143,Charmeil,VHY,Air,FR
3144,Vittel,VTL,Air,FR
3145,Cote d'Azur International Airport,NCE,Air,FR
3146,Akieni,AKE,Air,GA
3147,Alowe,AWE,Air,GA
3148,Biawonque,BAW,Air,GA
3149,Bitam,BMM,Air,GA
3150,Bongo,BGP,Air,GA
3151,Booue,BGB,Air,GA
3152,Fougamou,FOU,Air,GA
3153,Franceville/Mvengue,MVB,Air,GA
3154,Gamba,GAX,Air,GA
3155,Iguela,IGE,Air,GA
3156,Kongoboumba,GKO,Air,GA
3157,Koulamoutou,KOU,Air,GA
3158,Lambarene,LBQ,Air,GA
3159,Lastourville,LTL,Air,GA
3160,Leconi,LEO,Air,GA
3161,Libreville,LBV,Air,GA
3162,Makokou,MKU,Air,GA
3163,Mandji,KMD,Air,GA
3164,Manega,MGO,Air,GA
3165,Mayoumba,MYB,Air,GA
3166,Mbigou,MBC,Air,GA
3167,Medouneu,MDV,Air,GA
3168,Mekambo,MKB,Air,GA
3169,Mevang,MVG,Air,GA
3170,Miele Mimbale,GIM,Air,GA
3171,Minvoul,MVX,Air,GA
3172,Mitzic,MZC,Air,GA
3173,Moabi,MGX,Air,GA
3174,Moanda,MFF,Air,GA
3175,Mouila,MJL,Air,GA
3176,Ndende,KDN,Air,GA
3177,Nkan,NKA,Air,GA
3178,Okondja,OKN,Air,GA
3179,Omboue,OMB,Air,GA
3180,Ouanga,OUU,Air,GA
3181,Owendo,OWE,Air,GA
3182,Oyem,OYE,Air,GA
3183,Port Gentil,POG,Air,GA
3184,Sette Cama,ZKM,Air,GA
3185,Tchibanga,TCH,Air,GA
3186,Wagny,WGY,Air,GA
3187,Wora Na Ye,WNE,Air,GA
3188,Dyce,ABZ,Air,GB
3189,RAF Station,ABB,Air,GB
3190,RAF Station,AYH,Air,GB
3191,The Blaye,ACI,Air,GB
3192,Andover,ADV,Air,GB
3193,Bally Kelly,BOL,Air,GB
3194,North Bay,BRR,Air,GB
3195,Walney Island,BWF,Air,GB
3196,Belfast City Airport,BHD,Air,GB
