id,name,port_code,shipment_type_name,country_country_code
5500,Aumo,AUV,Air,PG
5501,Awaba,AWB,Air,PG
5502,Awar,AWR,Air,PG
5503,Baibara,BAP,Air,PG
5504,Baimuru,VMU,Air,PG
5505,Baindoung,BDZ,Air,PG
5506,Bali,BAJ,Air,PG
5507,Balimo,OPU,Air,PG
5508,Bambu,BCP,Air,PG
5509,Bamu,BMZ,Air,PG
5510,Banz,BNZ,Air,PG
5511,Bapi,BPD,Air,PG
5512,Bawan,BWJ,Air,PG
5513,Bensbach,BSP,Air,PG
5514,Bereina,BEA,Air,PG
5515,Besakoa,BSV,Air,PG
5516,Bewani,BWP,Air,PG
5517,Bialla,BAA,Air,PG
5518,Biangabip,BPK,Air,PG
5519,Biaru,BRP,Air,PG
5520,Biliau,BIJ,Air,PG
5521,Bimin,BIZ,Air,PG
5522,Biniguni,XBN,Air,PG
5523,Boana,BNV,Air,PG
5524,Boang,BOV,Air,PG
5525,Bodinumu,BNM,Air,PG
5526,Boku,BOQ,Air,PG
5527,Bolovip,BVP,Air,PG
5528,Bomai,BMH,Air,PG
5529,Boridi,BPB,Air,PG
5530,Boset,BOT,Air,PG
5531,Brahman,BRH,Air,PG
5532,Buin,UBI,Air,PG
5533,Buka,BUA,Air,PG
5534,Bulolo,BUL,Air,PG
5535,Bundi,BNT,Air,PG
5536,Bunsil,BXZ,Air,PG
5537,Cape Gloucester,CGC,Air,PG
5538,Cape Orford,CPI,Air,PG
5539,Cape Rodney,CPN,Air,PG
5540,Cape Vogel,CVL,Air,PG
5541,Chungribu,CVB,Air,PG
5542,Dabo,DAO,Air,PG
5543,Dalbertis,DLB,Air,PG
5544,Daru,DAU,Air,PG
5545,Daugo,DGG,Air,PG
5546,Daup,DAF,Air,PG
5547,Debepare,DBP,Air,PG
5548,Derim,DER,Air,PG
5549,Dinangat,DNU,Air,PG
5550,Dios,DOS,Air,PG
5551,Dodoima,DDM,Air,PG
5552,Doini,DOI,Air,PG
5553,Dorobisoro,DOO,Air,PG
5554,Dumpu,DPU,Air,PG
5555,Efogi,EFG,Air,PG
5556,Popondetta,EIA,Air,PG
5557,Eliptamin,EPT,Air,PG
5558,Embessa,EMS,Air,PG
5559,Emirau,EMI,Air,PG
5560,Emo,EMO,Air,PG
5561,Engati,EGA,Air,PG
5562,Erave,ERE,Air,PG
5563,Erume,ERU,Air,PG
5564,Fane,FNE,Air,PG
5565,Feramin,FRQ,Air,PG
5566,Finschhafen,FIN,Air,PG
5567,Freida River,FAQ,Air,PG
5568,Fulleborn,FUB,Air,PG
5569,Fuma,FUM,Air,PG
5570,Garaina,GAR,Air,PG
5571,Garasa,GRL,Air,PG
5572,Garuahi,GRH,Air,PG
5573,Gasmata Island,GMI,Air,PG
5574,Gasuke,GBC,Air,PG
5575,Gewoia,GEW,Air,PG
5576,Gnarowein,GWN,Air,PG
5577,Gonalia,GOE,Air,PG
5578,Gora,GOC,Air,PG
5579,Goroka,GKA,Air,PG
5580,Green Islands,GEI,Air,PG
5581,Green River,GVI,Air,PG
5582,Guari,GUG,Air,PG
5583,Guasopa,GAZ,Air,PG
5584,Gulgubip,GLP,Air,PG
5585,Guriaso,GUE,Air,PG
5586,Gusap,GAP,Air,PG
5587,Habi,HBD,Air,PG
5588,Haelogo,HEO,Air,PG
5589,Hatzfeldthaven,HAZ,Air,PG
5590,Hawabango,HWA,Air,PG
5591,Hayfields,HYF,Air,PG
5592,Heiweni,HNI,Air,PG
5593,Hivaro,HIT,Air,PG
5594,Honinabi,HNN,Air,PG
5595,Hoskins,HKN,Air,PG
5596,Iamalele,IMA,Air,PG
5597,Iaura,IAU,Air,PG
5598,Iboki,IBI,Air,PG
5599,Ihu,IHU,Air,PG
5600,Ileg,ILX,Air,PG
5601,Imane,IMN,Air,PG
5602,Imonda,IMD,Air,PG
5603,Indagen,IDN,Air,PG
5604,Inus,IUS,Air,PG
5605,Iokea,IOK,Air,PG
5606,Ioma,IOP,Air,PG
5607,Itokama,ITK,Air,PG
5608,Jacquinot Bay,JAQ,Air,PG
5609,Josephstaal,JOP,Air,PG
5610,Kabwum,KBM,Air,PG
5611,Kagi,KGW,Air,PG
5612,Kagua,AGK,Air,PG
5613,Kaiapit,KIA,Air,PG
5614,Kaintiba,KZF,Air,PG
5615,Kamberatoro,KDQ,Air,PG
5616,Kamina,KMF,Air,PG
5617,Kamiraba,KJU,Air,PG
5618,Kamulai,KAQ,Air,PG
5619,Kanabea,KEX,Air,PG
5620,Kanainj,KNE,Air,PG
5621,Kandep,KDP,Air,PG
5622,Kandrian,KDR,Air,PG
5623,Kanua,KTK,Air,PG
5624,Kapal,KPL,Air,PG
5625,Kar,KAK,Air,PG
5626,Kar Kar,KRX,Air,PG
5627,Karato,KAF,Air,PG
5628,Karawari,KRJ,Air,PG
5629,Karimui,KMR,Air,PG
5630,Karoola,KXR,Air,PG
5631,Kasanombe,KSB,Air,PG
5632,Kavieng,KVG,Air,PG
5633,Kawito,KWO,Air,PG
5634,Keglsugl,KEG,Air,PG
5635,Kelanoa,KNL,Air,PG
5636,Kerau,KRU,Air,PG
5637,Kerema,KMA,Air,PG
5638,Kibuli,KII,Air,PG
5639,Aropa,KIE,Air,PG
5640,Kikinonda,KIZ,Air,PG
5641,Kikori,KRI,Air,PG
5642,Kira,KIQ,Air,PG
5643,Kisengan,KSG,Air,PG
5644,Kitava,KVE,Air,PG
5645,Kiunga,UNG,Air,PG
5646,Kiwai Island,KWX,Air,PG
5647,Koinambe,KMB,Air,PG
5648,Kokoda,KKD,Air,PG
5649,Kokoro,KOR,Air,PG
5650,Kol,KQL,Air,PG
5651,Komaio,KCJ,Air,PG
5652,Komako,HOC,Air,PG
5653,Komo-Manda,KOM,Air,PG
5654,Kompiam,KPM,Air,PG
5655,Kondubol,KPF,Air,PG
5656,Konge,KGB,Air,PG
5657,Kopiago,KPA,Air,PG
5658,Koroba,KDE,Air,PG
5659,Kosipe,KSP,Air,PG
5660,Kugururok River,KUW,Air,PG
5661,Chimbu,CMU,Air,PG
5662,Kungum,KGM,Air,PG
5663,Kupiano,KUP,Air,PG
5664,Kuri,KUQ,Air,PG
5665,Kurwina,KWV,Air,PG
5666,Kuyol,KUX,Air,PG
5667,Lablab,LAB,Air,PG
5668,Nadzab,LAE,Air,PG
5669,Laiagam,LGM,Air,PG
5670,Lake Murray,LMY,Air,PG
5671,Lamassa,LMG,Air,PG
5672,Langimar,LNM,Air,PG
5673,Lehu,LHP,Air,PG
5674,Leitre,LTF,Air,PG
5675,Lengbati,LNC,Air,PG
5676,Leron Plains,LPN,Air,PG
5677,Lese,LNG,Air,PG
5678,Lihir Island,LNV,Air,PG
5679,Linga Linga,LGN,Air,PG
5680,Loani,LNQ,Air,PG
5681,Long Island,LSJ,Air,PG
5682,Losuia,LSA,Air,PG
5683,Lowai,LWI,Air,PG
5684,Lumi,LMI,Air,PG
5685,Madang,MAG,Air,PG
5686,Makini,MPG,Air,PG
5687,Mal,MMV,Air,PG
5688,Malalaua,MLQ,Air,PG
5689,Malam,MQO,Air,PG
5690,Malekolon,MKN,Air,PG
5691,Mamai,MAP,Air,PG
5692,Manare,MRM,Air,PG
5693,Manetai,MVI,Air,PG
5694,Manga,MGP,Air,PG
5695,Manumu,UUU,Air,PG
5696,Momote,MAS,Air,PG
5697,Mapoda,MPF,Air,PG
5698,Mapua,MPU,Air,PG
5699,Maramuni,MWI,Air,PG
5700,Marawaka,MWG,Air,PG
5701,Margarima,MGG,Air,PG
5702,Maron,MNP,Air,PG
5703,Masa,MBV,Air,PG
5704,May River,MRH,Air,PG
5705,Mendi,MDU,Air,PG
5706,Menyamya,MYX,Air,PG
5707,Mesalia,MFZ,Air,PG
5708,Mindik,MXK,Air,PG
5709,Minj,MZN,Air,PG
5710,Misima Island,MIS,Air,PG
5711,Miyanmin,MPX,Air,PG
5712,Moki,MJJ,Air,PG
5713,Morehead,MHY,Air,PG
5714,Moro,MXH,Air,PG
5715,Morobe,OBM,Air,PG
5716,Mougulu,GUV,Air,PG
5717,Mount Aue,UAE,Air,PG
5718,Kagamuga,HGU,Air,PG
5719,Munbil,LNF,Air,PG
5720,Munduku,MDM,Air,PG
5721,Mussau,MWU,Air,PG
5722,Nadunumu,NDN,Air,PG
