name,port_code,shipment_type_name,country_country_code
Gen Jose M Yanez,GYM,Air,MX
Guerrero Negro,GUB,Air,MX
Gen Pesqueira Garcia,HMO,Air,MX
Huatulco,HUX,Air,MX
Isla Mujeres,ISJ,Air,MX
Internacional,ZIH,Air,MX
Ixtepec,IZT,Air,MX
Jalapa,JAL,Air,MX
Leon,LAP,Air,MX
Francisco P. V. y R.,LOM,Air,MX
Lazaro Cardenas,LZC,Air,MX
Del Bajio,BJX,Air,MX
Loreto,LTO,Air,MX
Federal,LMM,Air,MX
Manzanillo,ZLO,Air,MX
Matamoros,MAM,Air,MX
Gen Rafael Buelna,MZT,Air,MX
Rejon,MID,Air,MX
Mexicali,MXL,Air,MX
Atizapan,AZP,Air,MX
Juarez International,MEX,Air,MX
Santa Lucia,NLU,Air,MX
Minatitlan,MTT,Air,MX
Monclova,LOV,Air,MX
Aeropuerto Del Norte,NTR,Air,MX
Gen Mariano Escobedo,MTY,Air,MX
Morelia,MLM,Air,MX
Mulege,MUG,Air,MX
Nogales,NOG,Air,MX
Nueva Casas Grandes,NCG,Air,MX
Intl Quetzalcoatl,NLD,Air,MX
Xoxocotlan,OAX,Air,MX
Palenque,PQM,Air,MX
Piedras Negras,PDS,Air,MX
Pinotepa Nacional,PNO,Air,MX
Playa Del Carmen,PCM,Air,MX
Pochutla,PUH,Air,MX
Tajin,PAZ,Air,MX
Huejotsingo,PBC,Air,MX
Puerto Escondido,PXM,Air,MX
Puerto Juarez,PJZ,Air,MX
Puerto Penasco,PPE,Air,MX
Ordaz,PVR,Air,MX
Punta Chivato,PCV,Air,MX
Punta Colorada,PCO,Air,MX
Queretaro,QRO,Air,MX
Gen Lucio Blanco,REX,Air,MX
San Cristobal Airport,SZT,Air,MX
Salina Cruz,SCX,Air,MX
Saltillo,SLW,Air,MX
San Felipe,SFH,Air,MX
San Ignacio,SGM,Air,MX
Los Cabos,SJD,Air,MX
San Luis Potosi,SLP,Air,MX
San Luis Rio Colorado,UAC,Air,MX
San Quintin,SNQ,Air,MX
Santa Rosalia,SRL,Air,MX
Gen F Javier Mina,TAM,Air,MX
Tamuin,TSL,Air,MX
Tapachula International,TAP,Air,MX
Tehuacan,TCN,Air,MX
Tepic,TPQ,Air,MX
Rodriguez,TIJ,Air,MX
Tizimin,TZM,Air,MX
Toluca,TLC,Air,MX
Torreon,TRC,Air,MX
Tulum,TUY,Air,MX
Llano San Juan,TGZ,Air,MX
Uruapan,UPN,Air,MX
Las Bajadas,VER,Air,MX
Villa Constitucion,VIB,Air,MX
Capitan Carlos Rovirosa,VSA,Air,MX
La Calera,ZCL,Air,MX
Zamora,ZMM,Air,MX
General Juan N. Alvarez International,ACA,Air,MX
Alor Setar,AOR,Air,MY
Bakalalan,BKM,Air,MY
Bario,BBN,Air,MY
Belaga,BLG,Air,MY
Bintulu,BTU,Air,MY
Bintulu Port,ZMK,Air,MY
Butterworth,BWH,Air,MY
Genting,GTB,Air,MY
Ipoh,IPH,Air,MY
Sultan Ismail Intl,JHB,Air,MY
Kapit,KPI,Air,MY
Keningau,KGU,Air,MY
Kerteh,KTE,Air,MY
Pengkalan Chepa,KBR,Air,MY
Kota Kinabalu,BKI,Air,MY
Kota Kinabalu Port,ZWR,Air,MY
Kuala Lumpur International Airport (klia),KUL,Air,MY
Sultan Abdul Aziz Shah,SZB,Air,MY
Sultan Mahmood,TGG,Air,MY
Kuantan,KUA,Air,MY
Kuantan Port,ZJB,Air,MY
Kuching,KCH,Air,MY
Kuching Port,ZGY,Air,MY
Kudat,KUD,Air,MY
Labuan,LBU,Air,MY
Lahad Datu,LDU,Air,MY
Langkawi International Airport,LGK,Air,MY
Lawas,LWY,Air,MY
Limbang,LMN,Air,MY
Long Akah,LKH,Air,MY
Long Banga Airfield,LBP,Air,MY
Long Lama,LLM,Air,MY
Long Lellang,LGL,Air,MY
Long Pasia,GSA,Air,MY
Lawas,LSM,Air,MY
Long Seridan,ODN,Air,MY
Long Sukang,LSU,Air,MY
Batu Berendum,MKZ,Air,MY
Marudi,MUR,Air,MY
Mersing,MEP,Air,MY
Miri,MYY,Air,MY
Mostyn,MZS,Air,MY
Mukah,MKM,Air,MY
Mulu,MZV,Air,MY
Pamol,PAY,Air,MY
Pangkor Airport,PKG,Air,MY
Pasir Gudang Port,ZLW,Air,MY
Penang International,PEN,Air,MY
Penang Port,ZJR,Air,MY
Ferry,XPQ,Air,MY
Layang-Layang Airstrip,LAC,Air,MY
Ranau,RNU,Air,MY
LTS Pulau Redang,RDN,Air,MY
Sahabat 16,SXS,Air,MY
Sandakan,SDK,Air,MY
Sematan,BSE,Air,MY
Semporna,SMM,Air,MY
Sepulot,SPE,Air,MY
Sibu,SBW,Air,MY
Simanggang,SGG,Air,MY
Sipitang,SPT,Air,MY
Sitiawan,SWY,Air,MY
Sungei Tekai,GTK,Air,MY
Taiping,TPG,Air,MY
Taman Negara,SXT,Air,MY
Tanjung Pelepas Port,ZJT,Air,MY
Tawau,TWU,Air,MY
Telupid,TEL,Air,MY
Tioman,TOD,Air,MY
Tomanggong,TMG,Air,MY
Alto Molocue,AME,Air,MZ
Angoche,ANO,Air,MZ
Bajone,BJN,Air,MZ
Bazaruto Island,BZB,Air,MZ
Beira,BEW,Air,MZ
Benguera Island,BCW,Air,MZ
Caia,CMZ,Air,MZ
Chimoio,VPY,Air,MZ
Chinde,INE,Air,MZ
Chokwe,TGS,Air,MZ
Cuamba,FXO,Air,MZ
Dugong,DGK,Air,MZ
Gurue,VJQ,Air,MZ
Ibo,IBO,Air,MZ
Ila Da Chilonzuene,IDC,Air,MZ
Indigo Bay Lodge,IBL,Air,MZ
Inhaca,IHC,Air,MZ
Inhambane,INH,Air,MZ
Inhaminga,IMG,Air,MZ
Lichinga,VXC,Air,MZ
Luabo,LBM,Air,MZ
Lumbo,LFB,Air,MZ
Maganja Da Costa,MJS,Air,MZ
Magaruque,MFW,Air,MZ
Maputo International,MPM,Air,MZ
Marromeu,RRM,Air,MZ
Mocimboa Praia,MZB,Air,MZ
Moma,MMW,Air,MZ
Montepuez,MTU,Air,MZ
Mueda,MUD,Air,MZ
Nacala,MNC,Air,MZ
Nampula,APL,Air,MZ
Nangade,NND,Air,MZ
Palma,LMZ,Air,MZ
Pebane,PEB,Air,MZ
Pemba,POL,Air,MZ
Ponta de Ouro,PDD,Air,MZ
Quelimane,UEL,Air,MZ
Santa Carolina,NTC,Air,MZ
Tete,TCV,Air,MZ
Matunda,TET,Air,MZ
Vilanculos,VNX,Air,MZ
Xai Xai,VJB,Air,MZ
Ai-Ais,AIW,Air,NA
Arandis,ADI,Air,NA
Bagani,BQI,Air,NA
Lianshulu,LHU,Air,NA
Gobabis,GOG,Air,NA
Grootfontein,GFY,Air,NA
Halali,HAL,Air,NA
Karasburg,KAS,Air,NA
J.G.H. Van Der Wath,KMP,Air,NA
Luderitz,LUD,Air,NA
Midgard,MQG,Air,NA
Mokuti Lodge,OKU,Air,NA
Mount Etjo Lodge,MJO,Air,NA
Mpacha,MPA,Air,NA
Namutoni,NNI,Air,NA
Okaukuejo,OKF,Air,NA
Omega,OMG,Air,NA
Ondangwa,OND,Air,NA
Ongava Game Reserve,OGV,Air,NA
Opuwa,OPW,Air,NA
Oranjemund,OMD,Air,NA
Oshakati,OHI,Air,NA
Otjiwarongo,OTJ,Air,NA
Rosh Pina,RHN,Air,NA
Rundu,NDU,Air,NA
Sesriem,SZM,Air,NA
Swakopmund,SWP,Air,NA
Railway Station,ZSZ,Air,NA
Terrace Bay,TCY,Air,NA
Tsumeb,TSB,Air,NA
Eros,ERS,Air,NA
Railway Station,ZWH,Air,NA
Hosea Kutako International Airport,WDH,Air,NA
Belep Island,BMY,Air,NC
Hienghene,HNG,Air,NC
Houailou,HLU,Air,NC
Ile Des Pins,ILP,Air,NC
Ile Ouen,IOU,Air,NC
Kone,KNQ,Air,NC
Koumac,KOC,Air,NC
Lifou,LIF,Air,NC
Mare,MEE,Air,NC
Mueo,PDC,Air,NC
Magenta,GEA,Air,NC
Tontouta,NOU,Air,NC
Ouvea,UVE,Air,NC
Poum,PUV,Air,NC
Tiga,TGJ,Air,NC
Touho,TOU,Air,NC
Agades,AJY,Air,NE
Arlit,RLT,Air,NE
Birni Nkoni,BKN,Air,NE
Maradi,MFQ,Air,NE
Niamey,NIM,Air,NE
Tahoua,THZ,Air,NE
Zinder,ZND,Air,NE
Norfolk Island,NLK,Air,NF
International,ABV,Air,NG
Akure,AKR,Air,NG
Bauchi,BCU,Air,NG
Benin City,BNI,Air,NG
Calabar,CBQ,Air,NG
Enugu,ENU,Air,NG
Ibadan,IBA,Air,NG
Ilorin,ILR,Air,NG
Jos,JOS,Air,NG
Kaduna,KAD,Air,NG
Aminu Kano Intl Apt,KAN,Air,NG
Murtala Muhammed,LOS,Air,NG
Maiduguri,MIU,Air,NG
Makurdi,MDI,Air,NG
Minna,MXJ,Air,NG
Port Harcourt,PHC,Air,NG
Port Harcourt City,PHG,Air,NG
Sokoto,SKO,Air,NG
Victoria Island,QVL,Air,NG
Warri,QRW,Air,NG
Yola,YOL,Air,NG
Zaria,ZAR,Air,NG
Bluefields,BEF,Air,NI
San Pedro,BZA,Air,NI
Corn Island,RNI,Air,NI
Augusto C Sandino,MGA,Air,NI
Nueva Guinea,NVG,Air,NI
Puerto Cabezas,PUZ,Air,NI
Rosita,RFS,Air,NI
San Carlos,NCR,Air,NI
Siuna,SIU,Air,NI
Waspam,WSP,Air,NI
Woensdrecht,BZM,Air,NL
Gilze-Rijen,GLZ,Air,NL
De Kooy,DHR,Air,NL
Eindhoven,EIN,Air,NL
Twente,ENS,Air,NL
Eelde,GRQ,Air,NL
Leeuwarden,LWR,Air,NL
Valkenburg,LID,Air,NL
Lelystad,LEY,Air,NL
Maastricht/aachen,MST,Air,NL
Rotterdam,RTM,Air,NL
Central Station,QRH,Air,NL
Holland Spoor Rail Stn,ZYH,Air,NL
Volkel,UDE,Air,NL
Soesterberg,UTC,Air,NL
Woensdrecht AB,WOE,Air,NL
Amsterdam-Schiphol,AMS,Air,NL
Vigra,AES,Air,NO
Al Railway,XXR,Air,NO
Alta,ALF,Air,NO
Railway,XJA,Air,NO
Andenes,ANX,Air,NO
Railway,XHT,Air,NO
Bardufoss,BDU,Air,NO
Batsfjord,BJF,Air,NO
"Bergen Airport, Flesland",BGO,Air,NO
Berkak Railway,XUB,Air,NO
Berlevag,BVG,Air,NO
Railway,ZMZ,Air,NO
Bodo,BOO,Air,NO
Bronnoy,BNN,Air,NO
Brumunddal Railway,ZVB,Air,NO
Elverum Railway,XUC,Air,NO
Valdres,VDB,Air,NO
Lista,FAN,Air,NO
Flora,FRO,Air,NO
Bringeland,FDE,Air,NO
Fredrikstad Rail Stn.,XKF,Air,NO
Dagali Airport,DLD,Air,NO
Railway,ZYG,Air,NO
Klanten Arpt,GLL,Air,NO
Hamar Arpt,HMR,Air,NO
Hammerfest,HFT,Air,NO
Evenes,EVE,Air,NO
Hasvik,HAA,Air,NO
Haugesund,HAU,Air,NO
Heimdal Railway,XUE,Air,NO
Railway,YVH,Air,NO
Holmestrand Railway,XUG,Air,NO
Honefoss Rail Stn.,XHF,Air,NO
Valan,HVG,Air,NO
Hoeybuktmoen,KKN,Air,NO
Railway,YVK,Air,NO
Kjevik,KRS,Air,NO
Kristiansand Rail,XKR,Air,NO
Kvernberget,KSU,Air,NO
Banak,LKL,Air,NO
Leknes,LKN,Air,NO
Levanger Railway,XUH,Air,NO
Lillehammer Rail,XXL,Air,NO
Lillestrom Rail Stn.,XKI,Air,NO
Svalbard,LYR,Air,NO
Lysaker Railway,XUI,Air,NO
Harbour,QFQ,Air,NO
Mehamn,MEH,Air,NO
Mo I Rana,MQN,Air,NO
Moelv Railway,XUJ,Air,NO
Aro,MOL,Air,NO
Kjaerstad,MJF,Air,NO
Namsos,OSY,Air,NO
Framnes,NVK,Air,NO
Nationaltheatret,ZZN,Air,NO
Nesbyen Railway,XUL,Air,NO
Neslandsvatn Railway,XUM,Air,NO
Nordagutu Railway,XUO,Air,NO
Notodden,NTB,Air,NO
Orland,OLA,Air,NO
Hovden,HOV,Air,NO
"Oslo Airport, Gardermoen",OSL,Air,NO
Oslo Central Station,XZO,Air,NO
Sandefjord,TRF,Air,NO
Porsgrunn Rail St.,XKP,Air,NO
Puente Genil,GEN,Air,NO
Railway,ZMQ,Air,NO
Ringebu Railway,XUQ,Air,NO
Ryumsjoen Aprt,RVK,Air,NO
Roros,RRS,Air,NO
Stolport,RET,Air,NO
Sandane,SDN,Air,NO
Sandefjord Railway Svc,ZYS,Air,NO
Sandnes Rail St.,XKC,Air,NO
Stokka,SSJ,Air,NO
Sarpsborg Rail St.,XKQ,Air,NO
Harbour,QFK,Air,NO
Railway,YVS,Air,NO
Skien,SKE,Air,NO
Skoppum Railway,XUR,Air,NO
Snartemo Railway,XUS,Air,NO
Haukasen,SOG,Air,NO
Sorkjosen,SOJ,Air,NO
Sola,SVG,Air,NO
Stjordal Railway,XUU,Air,NO
Skagen,SKN,Air,NO
Stord Airport,SRP,Air,NO
Storekvina Railway,XUV,Air,NO
Storen Railway,XUW,Air,NO
Spitsberg,SYG,Air,NO
Helle,SVJ,Air,NO
Tonsberg Rail St.,XKW,Air,NO
Tromso/langnes,TOS,Air,NO
Vaernes,TRD,Air,NO
Railway,ZMX,Air,NO
Ustaoset Railway,XUX,Air,NO
Vadso,VDS,Air,NO
Stolport,VRY,Air,NO
Vardoe,VAW,Air,NO
Vennesla Railway,XXE,Air,NO
Verdal Railway,XXG,Air,NO
Baglung,BGL,Air,NP
Baitadi,BIT,Air,NP
Bajhang,BJH,Air,NP
Bajura Arpt,BJU,Air,NP
Bhadrapur,BDP,Air,NP
Bhairawa,BWA,Air,NP
Bharatpur,BHR,Air,NP
Bhojpur,BHP,Air,NP
Biratnagar,BIR,Air,NP
Chaurjhari,HRJ,Air,NP
Dang,DNP,Air,NP
Darchula,DAP,Air,NP
Dhangarhi,DHI,Air,NP
Dolpa,DOP,Air,NP
Gorkha,GKH,Air,NP
Janakpur,JKR,Air,NP
Jiri,JIR,Air,NP
Jomsom,JMO,Air,NP
Jumla,JUM,Air,NP
Tribhuvan,KTM,Air,NP
Lamidanda,LDN,Air,NP
Langtang,LTG,Air,NP
Lukla,LUA,Air,NP
Mahendranagar,XMG,Air,NP
Manang,NGX,Air,NP
Meghauli,MEY,Air,NP
Mountain,MWP,Air,NP
Nepalganj,KEP,Air,NP
Phaplu,PPL,Air,NP
Pokhara,PKR,Air,NP
Rajbiraj,RJB,Air,NP
Ramechhap,RHP,Air,NP
Rolpa,RPA,Air,NP
Rukumkot,RUK,Air,NP
Rumjatar,RUM,Air,NP
Sanfebagar,FEB,Air,NP
Silgadi Doti,SIH,Air,NP
Simara,SIF,Air,NP
Simikot,IMK,Air,NP
Kadmandu,SKH,Air,NP
Syangboche,SYH,Air,NP
Taplejung Suketar,TPJ,Air,NP
Tikapur,TPU,Air,NP
Tumling Tar,TMI,Air,NP
International,INU,Air,NR
Hanan,IUE,Air,NU
Dunedin International,DUD,Air,NZ
Alexandra,ALR,Air,NZ
Ardmore,AMZ,Air,NZ
Ashburton,ASG,Air,NZ
Auckland International,AKL,Air,NZ
Mechanics Bay,MHB,Air,NZ
Blenheim,BHE,Air,NZ
Karewa,CHT,Air,NZ
Christchurch International,CHC,Air,NZ
Coromandel,CMV,Air,NZ
Dargaville,DGR,Air,NZ
Fox Glacier,FGL,Air,NZ
Franz Josef,WHO,Air,NZ
Gisborne,GIS,Air,NZ
Great Barrier Island,GBZ,Air,NZ
Greymouth,GMN,Air,NZ
Hamilton,HLZ,Air,NZ
Hokitika Arpt,HKK,Air,NZ
Invercargill,IVC,Air,NZ
Kaikohe,KKO,Air,NZ
Kaikoura,KBZ,Air,NZ
Kaitaia,KAT,Air,NZ
Kawau Island,KUI,Air,NZ
Kerikeri,KKE,Air,NZ
Mansion House,KWU,Air,NZ
Masterton,MRO,Air,NZ
Matamata,MTA,Air,NZ
Milford Sound,MFN,Air,NZ
Motueka,MZP,Air,NZ
Glentanner,GTN,Air,NZ
Mount Cook Airport,MON,Air,NZ
Pukaki/Twizel,TWZ,Air,NZ
Hawkes Bay,NPE,Air,NZ
Nelson,NSN,Air,NZ
New Plymouth,NPL,Air,NZ
Oamaru,OAM,Air,NZ
Royal Air Force Base,OHA,Air,NZ
Pakatoa Island,PKL,Air,NZ
Palmerston North,PMR,Air,NZ
Paraparaumu,PPQ,Air,NZ
Koromiko,PCN,Air,NZ
Port Fitzroy,GBS,Air,NZ
Frankton,ZQN,Air,NZ
Raglan,RAG,Air,NZ
Rotorua,ROT,Air,NZ
Stewart Island,SZS,Air,NZ
Surfdale,WIK,Air,NZ
Taharoa,THH,Air,NZ
Takaka,KTF,Air,NZ
Taupo,TUO,Air,NZ
Tauranga City,TRG,Air,NZ
Manapouri,TEU,Air,NZ
Thames,TMZ,Air,NZ
Timaru,TIU,Air,NZ
Tokoroa,TKZ,Air,NZ
Wairoa,WIR,Air,NZ
Waitangi,WGN,Air,NZ
Wanaka,WKA,Air,NZ
Wanganui,WAG,Air,NZ
Wellington International,WLG,Air,NZ
Westport,WSZ,Air,NZ
Whakatane,WHK,Air,NZ
Whangarei,WRE,Air,NZ
Whitianga,WTZ,Air,NZ
Al Koude,WWG,Air,OM
Buraimi,RMB,Air,OM
Dibaa,BYB,Air,OM
Khasab,KHS,Air,OM
Marmul,OMM,Air,OM
Masirah,MSH,Air,OM
Seeb,MCT,Air,OM
Salalah,SLL,Air,OM
Sur,SUH,Air,OM
Thumrait,TTH,Air,OM
Achutupo,ACU,Air,PA
Ailigandi,AIL,Air,PA
Bahia Pinas,BFQ,Air,PA
Balboa,BLB,Air,PA
Bocas Del Toro,BOC,Air,PA
Caledonia,CDE,Air,PA
Carti,CTE,Air,PA
Changuinola,CHX,Air,PA
Chitre,CTD,Air,PA
Colon,ONX,Air,PA
Contadora,OTD,Air,PA
Corazon De Jesus,CZJ,Air,PA
Enrique Malek,DAV,Air,PA
El Porvenir,PVE,Air,PA
El Real,ELE,Air,PA
Howard Afb,HOW,Air,PA
Garachine,GHE,Air,PA
Jaque,JQE,Air,PA
La Palma,PLP,Air,PA
Mamitupo,MPI,Air,PA
Mulatupo,MPP,Air,PA
Nargana,NGN,Air,PA
Paitilla,PAC,Air,PA
Tocumen International,PTY,Air,PA
Playon Chico,PYC,Air,PA
Puerto Armuellas,AML,Air,PA
Puerto Obaldia,PUE,Air,PA
Rio Alzucar,RIZ,Air,PA
Rio Sidra,RSI,Air,PA
Rio Tigre,RIT,Air,PA
Sambu,SAX,Air,PA
San Blas,NBL,Air,PA
San Miguel,NMG,Air,PA
Santa Fe,SFW,Air,PA
Santiago,SYP,Air,PA
Ticantiki,TJC,Air,PA
Tubala,TUW,Air,PA
Tupile,TUE,Air,PA
Ustupo,UTU,Air,PA
Yaviza,PYV,Air,PA
Alerta,ALD,Air,PE
Andahuaylas,ANS,Air,PE
Anta,ATA,Air,PE
Rodriguez Ballon,AQP,Air,PE
Yanamilla,AYP,Air,PE
Bellavista,BLP,Air,PE
Cajamarca,CJA,Air,PE
Chachapoyas,CHH,Air,PE
Cornel Ruiz,CIX,Air,PE
Chimbote,CHM,Air,PE
Velazco Astete,CUZ,Air,PE
Huanuco,HUU,Air,PE
Iberia,IBP,Air,PE
Ilo,ILQ,Air,PE
C.F. Secada,IQT,Air,PE
Jauja,JAU,Air,PE
Juanjui,JJI,Air,PE
Juliaca,JUL,Air,PE
J Chavez Intl,LIM,Air,PE
Machu Picchu,MFT,Air,PE
Moyobamba,MBP,Air,PE
Pisco,PIO,Air,PE
Piura,PIU,Air,PE
Capitan Rolden,PCL,Air,PE
Puerto Maldonado,PEM,Air,PE
Quincemil,UMI,Air,PE
Rioja,RIJ,Air,PE
Rodriguez De Men,RIM,Air,PE
San Juan,SJA,Air,PE
San Juan Aposento,APE,Air,PE
Santa Maria,SMG,Air,PE
Saposoa,SQU,Air,PE
Shiringayoc,SYC,Air,PE
Tacna,TCQ,Air,PE
Talara,TYL,Air,PE
Tarapoto,TPP,Air,PE
Tingo Maria,TGI,Air,PE
Trujillo,TRU,Air,PE
Tumbes,TBP,Air,PE
Yurimaguas,YMS,Air,PE
Ahe Airport,AHE,Air,PF
Anaa,AAA,Air,PF
Apataki,APK,Air,PF
Arutua,AXR,Air,PF
Atuona,AUQ,Air,PF
Motu-mute,BOB,Air,PF
Faaite,FAC,Air,PF
Fakahina,FHZ,Air,PF
Fakarava,FAV,Air,PF
Fangatau,FGU,Air,PF
Gambier Is,GMR,Air,PF
Hao Island,HOI,Air,PF
Hikueru,HHZ,Air,PF
Hiva Oa,HIX,Air,PF
Huahine,HUH,Air,PF
Katiu,KXU,Air,PF
Kauehi,KHZ,Air,PF
Kaukura Atoll,KKR,Air,PF
Makemo,MKP,Air,PF
Manihi,XMH,Air,PF
Mataiva,MVT,Air,PF
Maupiti,MAU,Air,PF
Temae,MOZ,Air,PF
Napuka Island,NAU,Air,PF
Nuku Hiva,NHV,Air,PF
Nukutavake,NUK,Air,PF
Faaa,PPT,Air,PF
Puka Puka,PKP,Air,PF
Pukarua,PUK,Air,PF
Raiatea,RFP,Air,PF
Raivavae,RVV,Air,PF
Rangiroa,RGI,Air,PF
Reao,REA,Air,PF
Rurutu,RUR,Air,PF
Takapoto,TKP,Air,PF
Takaroa,TKX,Air,PF
Takume,TJN,Air,PF
Tatakoto,TKV,Air,PF
Tetiaroa Is,TTI,Air,PF
Tikehau Atoll,TIH,Air,PF
Tubuai,TUB,Air,PF
Tupai,TPX,Air,PF
Tureira,ZTA,Air,PF
Ua Huka,UAH,Air,PF
Ua Pou,UAP,Air,PF
Vahitahi,VHZ,Air,PF
Abau,ABW,Air,PG
Afore,AFR,Air,PG
Agaun,AUP,Air,PG
Aiambak,AIH,Air,PG
Aiome,AIE,Air,PG
Airstrip,ATP,Air,PG
Tadji,TAJ,Air,PG
Aiyura,AYU,Air,PG
Gurney,GUR,Air,PG
Ama,AMF,Air,PG
Amanab,AMU,Air,PG
Amazon Bay,AZB,Air,PG
Amboin,AMG,Air,PG
Ambunti,AUJ,Air,PG
Andakombe,ADC,Air,PG
Angoram,AGG,Air,PG
Anguganak,AKG,Air,PG
Annanberg,AOB,Air,PG
April River,APR,Air,PG
Aragip,ARP,Air,PG
Arawa,RAW,Air,PG
Aroa,AOA,Air,PG
Arona,AON,Air,PG
Asapa,APP,Air,PG
Aseki,AEK,Air,PG
Asirim,ASZ,Air,PG
Atkamba,ABP,Air,PG
Aua Island,AUI,Air,PG
Aumo,AUV,Air,PG
Awaba,AWB,Air,PG
Awar,AWR,Air,PG
Baibara,BAP,Air,PG
Baimuru,VMU,Air,PG
Baindoung,BDZ,Air,PG
Bali,BAJ,Air,PG
Balimo,OPU,Air,PG
Bambu,BCP,Air,PG
Bamu,BMZ,Air,PG
Banz,BNZ,Air,PG
Bapi,BPD,Air,PG
Bawan,BWJ,Air,PG
Bensbach,BSP,Air,PG
Bereina,BEA,Air,PG
Besakoa,BSV,Air,PG
Bewani,BWP,Air,PG
Bialla,BAA,Air,PG
Biangabip,BPK,Air,PG
Biaru,BRP,Air,PG
Biliau,BIJ,Air,PG
Bimin,BIZ,Air,PG
Biniguni,XBN,Air,PG
Boana,BNV,Air,PG
Boang,BOV,Air,PG
Bodinumu,BNM,Air,PG
Boku,BOQ,Air,PG
Bolovip,BVP,Air,PG
Bomai,BMH,Air,PG
Boridi,BPB,Air,PG
Boset,BOT,Air,PG
Brahman,BRH,Air,PG
Buin,UBI,Air,PG
Buka,BUA,Air,PG
Bulolo,BUL,Air,PG
Bundi,BNT,Air,PG
Bunsil,BXZ,Air,PG
Cape Gloucester,CGC,Air,PG
Cape Orford,CPI,Air,PG
Cape Rodney,CPN,Air,PG
Cape Vogel,CVL,Air,PG
Chungribu,CVB,Air,PG
Dabo,DAO,Air,PG
Dalbertis,DLB,Air,PG
Daru,DAU,Air,PG
Daugo,DGG,Air,PG
Daup,DAF,Air,PG
Debepare,DBP,Air,PG
Derim,DER,Air,PG
Dinangat,DNU,Air,PG
Dios,DOS,Air,PG
Dodoima,DDM,Air,PG
Doini,DOI,Air,PG
Dorobisoro,DOO,Air,PG
Dumpu,DPU,Air,PG
Efogi,EFG,Air,PG
Popondetta,EIA,Air,PG
Eliptamin,EPT,Air,PG
Embessa,EMS,Air,PG
Emirau,EMI,Air,PG
Emo,EMO,Air,PG
Engati,EGA,Air,PG
Erave,ERE,Air,PG
Erume,ERU,Air,PG
Fane,FNE,Air,PG
Feramin,FRQ,Air,PG
Finschhafen,FIN,Air,PG
Freida River,FAQ,Air,PG
Fulleborn,FUB,Air,PG
Fuma,FUM,Air,PG
Garaina,GAR,Air,PG
Garasa,GRL,Air,PG
Garuahi,GRH,Air,PG
Gasmata Island,GMI,Air,PG
Gasuke,GBC,Air,PG
Gewoia,GEW,Air,PG
Gnarowein,GWN,Air,PG
Gonalia,GOE,Air,PG
Gora,GOC,Air,PG
Goroka,GKA,Air,PG
Green Islands,GEI,Air,PG
Green River,GVI,Air,PG
Guari,GUG,Air,PG
Guasopa,GAZ,Air,PG
Gulgubip,GLP,Air,PG
Guriaso,GUE,Air,PG
Gusap,GAP,Air,PG
Habi,HBD,Air,PG
Haelogo,HEO,Air,PG
Hatzfeldthaven,HAZ,Air,PG
Hawabango,HWA,Air,PG
Hayfields,HYF,Air,PG
Heiweni,HNI,Air,PG
Hivaro,HIT,Air,PG
Honinabi,HNN,Air,PG
Hoskins,HKN,Air,PG
Iamalele,IMA,Air,PG
Iaura,IAU,Air,PG
Iboki,IBI,Air,PG
Ihu,IHU,Air,PG
Ileg,ILX,Air,PG
Imane,IMN,Air,PG
Imonda,IMD,Air,PG
Indagen,IDN,Air,PG
Inus,IUS,Air,PG
Iokea,IOK,Air,PG
Ioma,IOP,Air,PG
Itokama,ITK,Air,PG
Jacquinot Bay,JAQ,Air,PG
Josephstaal,JOP,Air,PG
Kabwum,KBM,Air,PG
Kagi,KGW,Air,PG
Kagua,AGK,Air,PG
Kaiapit,KIA,Air,PG
Kaintiba,KZF,Air,PG
Kamberatoro,KDQ,Air,PG
Kamina,KMF,Air,PG
Kamiraba,KJU,Air,PG
Kamulai,KAQ,Air,PG
Kanabea,KEX,Air,PG
Kanainj,KNE,Air,PG
Kandep,KDP,Air,PG
Kandrian,KDR,Air,PG
Kanua,KTK,Air,PG
Kapal,KPL,Air,PG
Kar,KAK,Air,PG
Kar Kar,KRX,Air,PG
Karato,KAF,Air,PG
Karawari,KRJ,Air,PG
Karimui,KMR,Air,PG
Karoola,KXR,Air,PG
Kasanombe,KSB,Air,PG
Kavieng,KVG,Air,PG
Kawito,KWO,Air,PG
Keglsugl,KEG,Air,PG
Kelanoa,KNL,Air,PG
Kerau,KRU,Air,PG
Kerema,KMA,Air,PG
Kibuli,KII,Air,PG
Aropa,KIE,Air,PG
Kikinonda,KIZ,Air,PG
Kikori,KRI,Air,PG
Kira,KIQ,Air,PG
Kisengan,KSG,Air,PG
Kitava,KVE,Air,PG
Kiunga,UNG,Air,PG
Kiwai Island,KWX,Air,PG
Koinambe,KMB,Air,PG
Kokoda,KKD,Air,PG
Kokoro,KOR,Air,PG
Kol,KQL,Air,PG
Komaio,KCJ,Air,PG
Komako,HOC,Air,PG
Komo-Manda,KOM,Air,PG
Kompiam,KPM,Air,PG
Kondubol,KPF,Air,PG
Konge,KGB,Air,PG
Kopiago,KPA,Air,PG
Koroba,KDE,Air,PG
Kosipe,KSP,Air,PG
Kugururok River,KUW,Air,PG
Chimbu,CMU,Air,PG
Kungum,KGM,Air,PG
Kupiano,KUP,Air,PG
Kuri,KUQ,Air,PG
Kurwina,KWV,Air,PG
