name,port_code,shipment_type_name,country_country_code
Andorra La Vella H/P,ALV,Air,AD
Abu Dhabi Intl,AUH,Air,AE
Al Dhafra Military Apt,DHF,Air,AE
Bateen,AZI,Air,AE
Al Ain,AAN,Air,AE
Fujairah Intl Arpt,FJR,Air,AE
Dubai,DXB,Air,AE
Military Airport,NHD,Air,AE
Ras Al Khaimah,RKT,Air,AE
Sharjah,SHJ,Air,AE
Bamiyan,BIN,Air,AF
Bost,BST,Air,AF
Chakcharan,CCN,Air,AF
Darwaz,DAZ,Air,AF
Faizabad,FBD,Air,AF
Farah,FAH,Air,AF
Gardez,GRG,Air,AF
Ghazni,GZI,Air,AF
Herat,HEA,Air,AF
Jalalabad,JAA,Air,AF
Khwaja Rawash,KBL,Air,AF
Kandahar,KDH,Air,AF
Khost,KHT,Air,AF
Khwahan,KWH,Air,AF
Kunduz,UND,Air,AF
Kuran-O-Munjan,KUR,Air,AF
Maimana,MMZ,Air,AF
Mazar-I-Sharif,MZR,Air,AF
Nimroz,IMZ,Air,AF
Qala Nau,LQN,Air,AF
Sardeh Band,SBF,Air,AF
Sheghnan,SGA,Air,AF
Taluqan,TQN,Air,AF
Tirinkot,TII,Air,AF
Urgoon,URN,Air,AF
Uruzgan,URZ,Air,AF
Zaranj,ZAJ,Air,AF
V.C. Bird Intl,ANU,Air,AG
Barbuda,BBQ,Air,AG
Wallblake,AXA,Air,AI
Rinas,TIA,Air,AL
Gyoumri,LWN,Air,AM
Yerevan,EVN,Air,AM
Flamingo International,BON,Air,AN
Hato International Airport,CUR,Air,AN
J. Yrausquin,SAB,Air,AN
F D Roosevelt,EUX,Air,AN
Princess Juliana,SXM,Air,AN
Ambriz,AZZ,Air,AO
Andulo,ANL,Air,AO
Gen V Deslandes,BUG,Air,AO
Cabinda,CAB,Air,AO
Cafunfo,CFF,Air,AO
Cangamba,CNZ,Air,AO
Capanda,KNP,Air,AO
Catumbela,CBT,Air,AO
Cazombo,CAV,Air,AO
Chitato,PGI,Air,AO
Cuito Cuanavale,CTI,Air,AO
Dirico,DRC,Air,AO
Dundo,DUE,Air,AO
Huambo,NOV,Air,AO
Jamba,JMB,Air,AO
Kuito (Silva Porto),SVP,Air,AO
4 de Fevereiro,LAD,Air,AO
Luau,UAL,Air,AO
Lubango,SDD,Air,AO
Luena,LUO,Air,AO
Lukapa,LBZ,Air,AO
Lumbala,GGC,Air,AO
Luzamba,LZM,Air,AO
Malange,MEG,Air,AO
Menongue,SPP,Air,AO
Namibe,MSZ,Air,AO
Ndalatandos,NDF,Air,AO
Negage,GXG,Air,AO
Ngiva,NGV,Air,AO
Nzagi,NZA,Air,AO
Ongiva,VPE,Air,AO
Porto Amboim,PBN,Air,AO
Saurimo,VHC,Air,AO
Soyo,SZA,Air,AO
Sumbe,NDD,Air,AO
Uige,UGO,Air,AO
Waco Kungo,CEO,Air,AO
Xangongo,XGN,Air,AO
Teniente R. Marsh,TNM,Air,AQ
Alto Rio Senguerr,ARR,Air,AR
Comandante,BHI,Air,AR
Arpt. Jorge Newbery,AEP,Air,AR
Ezeiza Ministro Pistarini,EZE,Air,AR
Caleta Olivia,CVI,Air,AR
Carmen De Patagones,CPG,Air,AR
Catamarca,CTC,Air,AR
Caviahue,CVH,Air,AR
Ceres,CRR,Air,AR
Charata,CNT,Air,AR
Oscar Reguera,HOS,Air,AR
Clorinda,CLX,Air,AR
Colonia Catriel,CCT,Air,AR
Colonia Sarmiento,OLN,Air,AR
Comodoro Rivadavia,CRD,Air,AR
Concordia,COC,Air,AR
Pajas Blancas,COR,Air,AR
Brigadier Hector Ruiz,CSZ,Air,AR
Camba Punta,CNQ,Air,AR
Curuzu Cuatia,UZU,Air,AR
Cutral,CUT,Air,AR
El Bolson,EHL,Air,AR
El Calafate,FTE,Air,AR
El Maiten,EMX,Air,AR
El Palomar,EPA,Air,AR
Eldorado,ELO,Air,AR
Esquel,EQS,Air,AR
El Pucu,FMA,Air,AR
General Pico,GPO,Air,AR
General Roca,GNR,Air,AR
General Villegas,VGS,Air,AR
Gobernador Gregores,GGS,Air,AR
Goya,OYA,Air,AR
Gualeguaychu,GHU,Air,AR
Cataratas,IGR,Air,AR
Ingeniero Jacobacci,IGB,Air,AR
Jose De San Martin,JSM,Air,AR
El Cadillal,JUJ,Air,AR
Junin,JNI,Air,AR
La Cumbre,LCM,Air,AR
La Plata,LPG,Air,AR
La Rioja,IRJ,Air,AR
Lago Argentino,ING,Air,AR
Las Heras,LHS,Air,AR
Las Lomitas,LLS,Air,AR
Loncopue,LCP,Air,AR
Los Menucos,LMD,Air,AR
Malargue,LGS,Air,AR
Maquinchao,MQD,Air,AR
Mar Del Plata,MDQ,Air,AR
El Plumerillo,MDZ,Air,AR
Mercedes,MDX,Air,AR
Valle Del Conlara,RLO,Air,AR
Miramar,MJR,Air,AR
Monte Caseros,MCS,Air,AR
Necochea,NEC,Air,AR
Neuquen,NQN,Air,AR
Olavarria,OVR,Air,AR
Oran,ORA,Air,AR
Parana,PRA,Air,AR
Paso De Los Libres,AOL,Air,AR
Pehuajo,PEH,Air,AR
Perito Moreno,PMQ,Air,AR
Posadas,PSS,Air,AR
Pres. Roque Saenz Pena,PRQ,Air,AR
Puerto Deseado,PUD,Air,AR
El Tehuelche,PMY,Air,AR
Reconquista,RCQ,Air,AR
Resistencia,RES,Air,AR
Rincon de los Sauces,RDS,Air,AR
Rio Cuarto,RCU,Air,AR
Internacional,RGL,Air,AR
Rio Grande,RGA,Air,AR
Rio Hondo,RHD,Air,AR
Rio Mayo,ROY,Air,AR
Rio Turbio,RYO,Air,AR
Fisherton,ROS,Air,AR
Saenz Pena,SZQ,Air,AR
Gen Belgrano,SLA,Air,AR
San Antonio Oeste,OES,Air,AR
International,BRC,Air,AR
San Juan,UAQ,Air,AR
San Julian,ULA,Air,AR
San Luis,LUQ,Air,AR
Chapelco,CPC,Air,AR
San Rafael,AFA,Air,AR
Santa Cruz,RZA,Air,AR
Santa Fe,SFN,Air,AR
Santa Rosa,RSA,Air,AR
Santa Teresita,SST,Air,AR
Santiago Del Estero,SDE,Air,AR
Sierra Grande,SGV,Air,AR
Tandil,TDL,Air,AR
Tartagal,TTG,Air,AR
Trelew,REL,Air,AR
Tres Arroyos,OYO,Air,AR
Benj Matienzo,TUC,Air,AR
Islas Malvinas,USH,Air,AR
Valcheta,VCF,Air,AR
Viedma,VDM,Air,AR
Villa Dolores,VDR,Air,AR
Villa Gesell,VLG,Air,AR
Villa Mercedes,VME,Air,AR
Zapala,APZ,Air,AR
Fitiuta,FTI,Air,AS
Ofu,OFU,Air,AS
International,PPG,Air,AS
Tau,TAV,Air,AS
Railway Station,XGZ,Air,AT
Thalerhof,GRZ,Air,AT
Hohenems,HOH,Air,AT
Kranebitten,INN,Air,AT
Kitzbuehl Railway,XJS,Air,AT
Alpe Adria,KLU,Air,AT
Lauterach,QLX,Air,AT
Blue Danube,LNZ,Air,AT
W.A. Mozart,SZG,Air,AT
St Anton,ANT,Air,AT
Suedbahnhof Rail,XWC,Air,AT
Vienna Danubepier Hov,VDD,Air,AT
Schwechat International,VIE,Air,AT
Westbahnhof Rail,XWW,Air,AT
Flexenpass Heliport,ZRS,Air,AT
Abingdon,ABG,Air,AU
Adelaide,ADL,Air,AU
Adelaide Keswick Rail,XHX,Air,AU
Agnew,AGW,Air,AU
Whitsunday Airstrip,WSY,Air,AU
Albany,ALH,Air,AU
Albury,ABX,Air,AU
Alexandria,AXL,Air,AU
Alice Springs,ASP,Air,AU
Alice Springs Railway,XHW,Air,AU
Alpha,ABH,Air,AU
Alroy Downs,AYD,Air,AU
Alton Downs,AWN,Air,AU
Amata,AMT,Air,AU
American River,RCN,Air,AU
Ammaroo,AMX,Air,AU
Andamooka,ADO,Air,AU
Angus Downs,ANZ,Air,AU
Anthony Lagoon,AYL,Air,AU
Aramac,AXC,Air,AU
Ararat,ARY,Air,AU
Argyle,GYL,Air,AU
Argyle Downs,AGY,Air,AU
Armidale,ARM,Air,AU
Arrabury,AAB,Air,AU
Augustus Downs,AUD,Air,AU
Aurukun Mission,AUU,Air,AU
Austral Downs,AWP,Air,AU
Auvergne,AVG,Air,AU
Connellan,AYQ,Air,AU
Ayr,AYR,Air,AU
Badu Island,BDD,Air,AU
Bairnsdale,BSJ,Air,AU
Balcanoona,LCN,Air,AU
Balgo Hills,BQW,Air,AU
Ballina Byron Gateway,BNK,Air,AU
Balranald,BZD,Air,AU
Bamaga,ABM,Air,AU
Baniyala,BYX,Air,AU
Sydney Bankstown,BWU,Air,AU
Barcaldine,BCI,Air,AU
Barkly Downs,BKP,Air,AU
Barrow Island,BWB,Air,AU
Batavia Downs,BVW,Air,AU
Raglan,BHS,Air,AU
Bathurst Island,BRT,Air,AU
Beagle Bay,BEE,Air,AU
Bedford Downs,BDW,Air,AU
Bedourie,BEU,Air,AU
Belburn,BXF,Air,AU
Benalla,BLN,Air,AU
Bendigo,BXG,Air,AU
Betoota,BTX,Air,AU
Beverley Springs,BVZ,Air,AU
Bickerton Island,BCZ,Air,AU
Big Bell,BBE,Air,AU
Billiluna,BIW,Air,AU
Biloela,ZBL,Air,AU
Birdsville,BVI,Air,AU
Bizant,BZP,Air,AU
Blackall,BKQ,Air,AU
Blackwater,BLT,Air,AU
Bloomfield,BFC,Air,AU
Boigu Island,GIC,Air,AU
Bollon,BLS,Air,AU
Bolwarra,BCK,Air,AU
Borroloola,BOX,Air,AU
Boulia,BQL,Air,AU
Bourke,BRK,Air,AU
Bowen,ZBO,Air,AU
Brampton Island,BMP,Air,AU
Brewarrina,BWQ,Air,AU
Bright,BRJ,Air,AU
Brighton Downs,BHT,Air,AU
Brisbane International,BNE,Air,AU
Broken Hill,BHQ,Air,AU
Broome,BME,Air,AU
Brunette Downs,BTD,Air,AU
Bulimba,BIP,Air,AU
Bunbury,BUY,Air,AU
Bundaberg,BDB,Air,AU
Burketown,BUC,Air,AU
Burnie Wynyard,BWT,Air,AU
Bussellton Airport,BQB,Air,AU
Caiguna,CGV,Air,AU
Cairns,CNS,Air,AU
Caloundra,CUD,Air,AU
Camden,CDU,Air,AU
Camfield,CFI,Air,AU
Camooweal,CML,Air,AU
Canberra,CBR,Air,AU
Canobie,CBY,Air,AU
Cape Barren Island,CBI,Air,AU
Cape Flattery,CQP,Air,AU
Carlton Hill,CRY,Air,AU
Carnarvon,CVQ,Air,AU
Carpentaria Downs,CFP,Air,AU
Casino,CSI,Air,AU
Cattle Creek,CTR,Air,AU
Ceduna,CED,Air,AU
Cessnock,CES,Air,AU
Charleville,CTL,Air,AU
Charters Towers,CXT,Air,AU
Cherrabun,CBC,Air,AU
Cherribah,CRH,Air,AU
Chillagoe,LLG,Air,AU
Chinchilla,CCL,Air,AU
Christmas Creek,CXQ,Air,AU
Clermont,CMQ,Air,AU
Cleve,CVC,Air,AU
Clifton Hills,CFH,Air,AU
Cloncurry,CNJ,Air,AU
Cluny,CZY,Air,AU
Cobar,CAZ,Air,AU
Coconut Island,CNC,Air,AU
Coen,CUQ,Air,AU
Coffs Harbour,CFS,Air,AU
Colac,XCO,Air,AU
Collarenebri,CRB,Air,AU
Collie,CIE,Air,AU
Collinsville,KCE,Air,AU
Condobolin,CBX,Air,AU
Coober Pedy,CPD,Air,AU
Cooinda,CDA,Air,AU
Cooktown,CTN,Air,AU
Coolah,CLH,Air,AU
Coolawanyah,COY,Air,AU
Coolibah,COB,Air,AU
Cooma,OOM,Air,AU
Coonabarabran,COJ,Air,AU
Coonamble,CNB,Air,AU
Coorabie,CRJ,Air,AU
Cootamundra,CMD,Air,AU
Cordillo Downs,ODL,Air,AU
Corowa,CWW,Air,AU
Corryong,CYG,Air,AU
Cowarie,CWR,Air,AU
Cowell,CCW,Air,AU
Cowra,CWT,Air,AU
Cresswell Downs,CSD,Air,AU
Croker Island,CKI,Air,AU
Croydon,CDQ,Air,AU
Cudal,CUG,Air,AU
Cue,CUY,Air,AU
Cunnamulla,CMA,Air,AU
Dalby,DBY,Air,AU
Dalgaranga,DGD,Air,AU
Daly River,DVR,Air,AU
Daly Waters,DYW,Air,AU
Darnley Island,NLF,Air,AU
Darwin,DRW,Air,AU
Darwin Railway,XJG,Air,AU
Dauan Island,DAJ,Air,AU
Davenport Downs,DVP,Air,AU
Daydream Is,DDI,Air,AU
Delissaville,DLV,Air,AU
Delta Downs,DDN,Air,AU
Denham,DNM,Air,AU
Deniliquin,DNQ,Air,AU
Derby,DRB,Air,AU
Devonport,DPO,Air,AU
Diamantina Lakes,DYM,Air,AU
Dirranbandi,DRN,Air,AU
Dixie,DXD,Air,AU
Docker River,DKV,Air,AU
Dongara,DOX,Air,AU
Doomadgee,DMD,Air,AU
Doongan,DNG,Air,AU
Dorunda Station,DRD,Air,AU
Drumduff,DFP,Air,AU
Drysdale River,DRY,Air,AU
Dubbo,DBO,Air,AU
Dulkaninna,DLK,Air,AU
Dunbar,DNB,Air,AU
Dunk Island,DKI,Air,AU
Durham Downs,DHD,Air,AU
Durrie,DRR,Air,AU
Dysart,DYA,Air,AU
Echuca,ECH,Air,AU
Edward River,EDR,Air,AU
Einasleigh,EIH,Air,AU
Elcho Island,ELC,Air,AU
Elkedra,EKD,Air,AU
Emerald,EMD,Air,AU
Eneabba West,ENB,Air,AU
Erldunda,EDD,Air,AU
Ernabella,ERB,Air,AU
Esperance,EPR,Air,AU
Etadunna,ETD,Air,AU
Eucla,EUC,Air,AU
Eva Downs,EVD,Air,AU
Evans Head,EVH,Air,AU
Exmouth Gulf,EXM,Air,AU
Falls Creek,FLC,Air,AU
Finke,FIK,Air,AU
Finley,FLY,Air,AU
Fitzroy Crossing,FIZ,Air,AU
Flinders Island,FLS,Air,AU
Flora Valey,FVL,Air,AU
Forbes,FRB,Air,AU
Forrest,FOS,Air,AU
Forrest River Airport,FVR,Air,AU
Forster,FOT,Air,AU
Fossil Downs,FSL,Air,AU
Heliport,JFM,Air,AU
Gamboola,GBP,Air,AU
Garden Point,GPN,Air,AU
Gascoyne Junction,GSC,Air,AU
Gayndah,GAH,Air,AU
Geelong,GEX,Air,AU
George Town,GEE,Air,AU
Georgetown,GTT,Air,AU
Geraldton,GET,Air,AU
Gibb River,GBV,Air,AU
Gladstone,GLT,Air,AU
Glen Innes,GLI,Air,AU
Glengyle,GLG,Air,AU
Glenormiston,GLM,Air,AU
Gold Coast (Coolangatta),OOL,Air,AU
Goldsworthy,GLY,Air,AU
Goondiwindi,GOO,Air,AU
Gordon Downs,GDD,Air,AU
Gosford,GOS,Air,AU
Goulburn,GUL,Air,AU
Goulburn Island,GBL,Air,AU
Nhulunbuy,GOV,Air,AU
Grafton,GFN,Air,AU
Granites,GTS,Air,AU
Great Keppel Island,GKL,Air,AU
Greenvale,GVP,Air,AU
Gregory Downs,GGD,Air,AU
Grenfell,GFE,Air,AU
Griffith,GFF,Air,AU
Alyangula,GTE,Air,AU
Gunnedah,GUH,Air,AU
Gympie,GYP,Air,AU
Halls Creek,HCQ,Air,AU
Hamilton,HLT,Air,AU
Hamilton Island,HTI,Air,AU
Wilpena Pound,HWK,Air,AU
Hay,HXX,Air,AU
Hayman Island,HIS,Air,AU
Headingly,HIP,Air,AU
Heathlands,HAT,Air,AU
Helenvale,HLV,Air,AU
Henbury,HRY,Air,AU
Hermannsburg,HMG,Air,AU
Heliport,HRN,Air,AU
Hervey Bay,HVB,Air,AU
Highbury,HIG,Air,AU
Hillside,HLL,Air,AU
Hinchinbrook Island,HNK,Air,AU
Hobart,HBA,Air,AU
Hook Island,HIH,Air,AU
Hooker Creek,HOK,Air,AU
Hope Vale,HPE,Air,AU
Hopetoun,HTU,Air,AU
Horn Island,HID,Air,AU
Horsham,HSM,Air,AU
Hughenden,HGD,Air,AU
Humbert River,HUB,Air,AU
Iffley,IFF,Air,AU
Indulkana,IDK,Air,AU
Ingham,IGH,Air,AU
Injune,INJ,Air,AU
Inkerman,IKP,Air,AU
Innamincka,INM,Air,AU
Innisfail,IFL,Air,AU
Inverell,IVR,Air,AU
Inverway,IVW,Air,AU
Isisford,ISI,Air,AU
Jabiru,JAB,Air,AU
Jandakot,JAD,Air,AU
Julia Creek,JCK,Air,AU
Jundah,JUN,Air,AU
Jurien Bay,JUR,Air,AU
Kalbarri,KAX,Air,AU
Kalgoorlie,KGI,Air,AU
Kalkurung,KFG,Air,AU
Kalpowar,KPP,Air,AU
Kalumburu,UBU,Air,AU
Kamaran Downs,KDS,Air,AU
Kambalda,KDB,Air,AU
Kamileroi,KML,Air,AU
Karratha,KTA,Air,AU
Karumba,KRB,Air,AU
Katanning,KNI,Air,AU
Tindal,KTR,Air,AU
Kempsey,KPS,Air,AU
Kerang,KRA,Air,AU
Kimberley Downs,KBD,Air,AU
Kingaroy,KGY,Air,AU
King Canyon,KBJ,Air,AU
Kings Creek Station,KCS,Air,AU
Kingscote,KGC,Air,AU
Kirkimbie,KBB,Air,AU
Koolatah,KOH,Air,AU
Koolburra,KKP,Air,AU
Koonibba,KQB,Air,AU
Kowanyama,KWM,Air,AU
Kubin Island,KUG,Air,AU
Kulgera,KGR,Air,AU
Kununurra,KNX,Air,AU
Kurundi,KRD,Air,AU
Lady Elliot Island,LYT,Air,AU
Lake Evella,LEL,Air,AU
Lake Gregory,LGE,Air,AU
Lake Nash,LNH,Air,AU
Lakefield,LFP,Air,AU
Lakeland Downs,LKD,Air,AU
Lansdowne,LDW,Air,AU
Latrobe,LTB,Air,AU
Laura,LUU,Air,AU
Laura Station,LUT,Air,AU
Laverton,LVO,Air,AU
Lawn Hill,LWH,Air,AU
Learmonth,LEA,Air,AU
Leigh Creek,LGH,Air,AU
Leinster,LER,Air,AU
Leonora,LNO,Air,AU
Lightning Ridge,LHG,Air,AU
Limbunya,LIB,Air,AU
Linda Downs,LLP,Air,AU
Lindeman Island,LDC,Air,AU
Lismore,LSY,Air,AU
Lissadell,LLL,Air,AU
Lizard Island,LZR,Air,AU
Lock,LOC,Air,AU
Lockhart River,IRG,Air,AU
Long Island,HAP,Air,AU
Longreach,LRE,Air,AU
Lord Howe Island,LDH,Air,AU
Lorraine,LOA,Air,AU
Lotusvale,LTV,Air,AU
Lyndhurst,LTP,Air,AU
Mabuiag Island,UBB,Air,AU
Macdonald Downs,MNW,Air,AU
Mackay,MKY,Air,AU
Macksville,MVH,Air,AU
Macmahon Camp 4,MHC,Air,AU
Mainoru,MIZ,Air,AU
Maitland,MTL,Air,AU
Mallacoota,XMC,Air,AU
Mandora,MQA,Air,AU
Maningrida,MNG,Air,AU
Manjimup,MJP,Air,AU
Off Line Point,WGZ,Air,AU
Manners Creek,MFP,Air,AU
Marble Bar,MBB,Air,AU
Mareeba,MRG,Air,AU
Margaret River,MQZ,Air,AU
Margaret River,MGV,Air,AU
Marion Downs,MXD,Air,AU
Marla,MRP,Air,AU
Marqua,MQE,Air,AU
Marree,RRE,Air,AU
Maryborough,MBH,Air,AU
Mcarthur River,MCV,Air,AU
Meekatharra,MKR,Air,AU
Avalon,AVV,Air,AU
City Heliport,KAH,Air,AU
Essendon,MEB,Air,AU
Tullamarine,MEL,Air,AU
Merimbula,MIM,Air,AU
Merluna,MLV,Air,AU
Merty,RTY,Air,AU
Middlemount,MMM,Air,AU
Mildura,MQL,Air,AU
Milingimbi,MGT,Air,AU
Millicent,MLR,Air,AU
Miners Lake,MRL,Air,AU
Minlaton,XML,Air,AU
Minnipa,MIN,Air,AU
Miranda Downs,MWY,Air,AU
Mitchell,MTQ,Air,AU
Mitchell Plateau,MIH,Air,AU
Mitchell River,MXQ,Air,AU
Mittiebah,MIY,Air,AU
Shark Bay,MJK,Air,AU
Monkira,ONR,Air,AU
Monto,MNQ,Air,AU
Moolawatana,MWT,Air,AU
Moomba,MOO,Air,AU
Moorabbin,MBW,Air,AU
Mooraberree,OOR,Air,AU
Moranbah,MOV,Air,AU
Morawa,MWB,Air,AU
Moree,MRZ,Air,AU
Moreton,MET,Air,AU
Morney,OXY,Air,AU
Mornington,ONG,Air,AU
Moroak,MRT,Air,AU
Moruya,MYA,Air,AU
Mount Buffalo,MBF,Air,AU
Mount Full Stop,MFL,Air,AU
Mount Gambier,MGB,Air,AU
Mount Gunson,GSN,Air,AU
Mount Hotham,MHU,Air,AU
Mount House,MHO,Air,AU
Mount Isa,ISA,Air,AU
Mount Keith,WME,Air,AU
Mount Magnet,MMG,Air,AU
Mount Swan,MSF,Air,AU
Mountain Valley,MNV,Air,AU
Mt Barnett,MBN,Air,AU
Mt Cavenagh,MKV,Air,AU
Mt Sandford,MTD,Air,AU
Muccan,MUQ,Air,AU
Mudgee,DGE,Air,AU
Mulga Park,MUP,Air,AU
Mulka,MVK,Air,AU
Mullewa,MXU,Air,AU
Mungeranie,MNE,Air,AU
Murray Island,MYI,Air,AU
Musgrave,MVU,Air,AU
Muttaburra,UTB,Air,AU
Myroodah,MYO,Air,AU
Nambour,NBR,Air,AU
Nambucca Heads,NBH,Air,AU
Nappa Merry,NMR,Air,AU
Napperby,NPP,Air,AU
Naracoorte,NAC,Air,AU
Narrabri,NAA,Air,AU
Narrandera,NRA,Air,AU
Narrogin,NRG,Air,AU
New Moon,NMP,Air,AU
Belmont,BEO,Air,AU
Williamtown,NTL,Air,AU
Newman,ZNE,Air,AU
Newry,NRY,Air,AU
Ngukurr,RPM,Air,AU
Nicholson,NLS,Air,AU
Nifty,NIF,Air,AU
Noonkanbah,NKB,Air,AU
Noosa,NSA,Air,AU
Noosaville,NSV,Air,AU
Normanton,NTN,Air,AU
Norseman,NSM,Air,AU
Nowra,NOA,Air,AU
Nullagine,NLL,Air,AU
Nullarbor,NUR,Air,AU
Numbulwar,NUB,Air,AU
Nutwood Downs,UTD,Air,AU
Nyngan,NYN,Air,AU
Oakey,OKY,Air,AU
Oban,OBA,Air,AU
Oenpelli,OPI,Air,AU
Olympic Dam,OLP,Air,AU
Onslow,ONS,Air,AU
Oodnadatta,ODD,Air,AU
Springhill,OAG,Air,AU
Orbost,RBS,Air,AU
Fraser Island,OKB,Air,AU
Ord River,ODR,Air,AU
Orientos,OXO,Air,AU
Waterport,ORS,Air,AU
Ouyen,OYN,Air,AU
Palm Island,PMK,Air,AU
Pandie Pandie,PDE,Air,AU
Paraburdoo,PBO,Air,AU
Pardoo,PRD,Air,AU
Parkes,PKE,Air,AU
Parndana,PDN,Air,AU
Penneshaw,PEA,Air,AU
Penong,PEY,Air,AU
Hamilton/Proserpine,PBY,Air,AU
Peppimenarti,PEP,Air,AU
Perth Airport,PER,Air,AU
Port Augusta,PUG,Air,AU
Port Douglas,PTI,Air,AU
Port Hedland,PHE,Air,AU
Port Hunter,PHJ,Air,AU
Port Keats,PKT,Air,AU
Port Lincoln,PLO,Air,AU
Port Macquarie,PQQ,Air,AU
Port Pirie,PPI,Air,AU
Port Stephens,PTE,Air,AU
Portland,PTJ,Air,AU
Whitsunday Coast,PPP,Air,AU
Queenstown,UEE,Air,AU
Quilpie,ULP,Air,AU
Quirindi,UIR,Air,AU
Off line Point,XZX,Air,AU
Ramingining,RAM,Air,AU
Ravensthorpe,RVT,Air,AU
Renmark,RMK,Air,AU
Richmond AFB,XRH,Air,AU
Richmond,RCM,Air,AU
Robinhood,ROH,Air,AU
Robinson River,RRV,Air,AU
Robinvale,RBC,Air,AU
Rockhampton,ROK,Air,AU
Rockhampton Downs,RDA,Air,AU
Roebourne,RBU,Air,AU
Rokeby,RKY,Air,AU
Roma,RMA,Air,AU
Roper Bar,RPB,Air,AU
Roper Valley,RPV,Air,AU
Roseberth,RSB,Air,AU
Rosella Plains,RLP,Air,AU
Rottnest Island,RTS,Air,AU
Roy Hill,RHL,Air,AU
Rutland Plains,RTP,Air,AU
Saibai Island,SBR,Air,AU
Sale,SXE,Air,AU
Sandringham,SRM,Air,AU
Sandstone,NDS,Air,AU
Scone,NSO,Air,AU
Shaw River,SWB,Air,AU
Shay Gap,SGP,Air,AU
Shepparton,SHT,Air,AU
Shute Harbour H/P,JHQ,Air,AU
Silver Plains,SSP,Air,AU
Singleton,SIX,Air,AU
Smith Point,SHU,Air,AU
Smithton,SIO,Air,AU
Snake Bay,SNB,Air,AU
South Galway,ZGL,Air,AU
South Molle Island,SOI,Air,AU
Southern Cross,SQC,Air,AU
Southport,SHQ,Air,AU
Spring Creek,SCG,Air,AU
Springvale,KSV,Air,AU
Springvale,ZVG,Air,AU
St George,SGO,Air,AU
St Helens,HLS,Air,AU
Stanthorpe,SNH,Air,AU
Starcke,SQP,Air,AU
Stawell,SWC,Air,AU
Stephen Island,STF,Air,AU
Dunwich,SRR,Air,AU
Strahan,SRN,Air,AU
Strathmore,STH,Air,AU
Streaky Bay,KBY,Air,AU
Sturt Creek,SSK,Air,AU
Warraber Island,SYU,Air,AU
Maroochydore,MCY,Air,AU
Surfers Paradise,SFP,Air,AU
Swan Hill,SWH,Air,AU
Sydney Water Airport (Rose Bay),RSE,Air,AU
Kingsford Smith,SYD,Air,AU
Palm Beach SPB,LBH,Air,AU
Sydney West,SWZ,Air,AU
Tableland,TBL,Air,AU
Tamworth,TMW,Air,AU
Tanbar,TXR,Air,AU
Tangalooma,TAN,Air,AU
Tara,XTR,Air,AU
Tarcoola,TAQ,Air,AU
Taree,TRO,Air,AU
Taroom,XTO,Air,AU
Telfer,TEF,Air,AU
Temora,TEM,Air,AU
Tennant Creek,TCA,Air,AU
Tewantin,TWN,Air,AU
Thangool,THG,Air,AU
Thargomindah,XTG,Air,AU
Theda Station,TDN,Air,AU
Theodore,TDR,Air,AU
Thursday Island,TIS,Air,AU
Thylungra,TYG,Air,AU
Tibooburra,TYB,Air,AU
Timber Creek,TBK,Air,AU
Tobermorey,TYP,Air,AU
Tocumwal,TCW,Air,AU
Tom Price,TPR,Air,AU
Toowoomba,TWB,Air,AU
Torwood,TWP,Air,AU
Townsville International,TSV,Air,AU
La Trobe Regional,TGN,Air,AU
Tumut,TUM,Air,AU
Turkey Creek,TKY,Air,AU
Undarra,UDA,Air,AU
Useless Loop,USL,Air,AU
Vanrook,VNR,Air,AU
Victoria River Downs,VCD,Air,AU
Forrest Hill,WGA,Air,AU
Wahai,WBA,Air,AU
Walcha,WLC,Air,AU
Walgett,WGE,Air,AU
Wallal,WLA,Air,AU
Wangaratta,WGT,Air,AU
Warracknabeal,WKB,Air,AU
Warrawagine,WRW,Air,AU
Warrnambool,WMB,Air,AU
Warwick,WAZ,Air,AU
Waterloo,WLO,Air,AU
Wauchope,WAU,Air,AU
Kalkgurung,WAV,Air,AU
Waverney,WAN,Air,AU
Wee Waa,WEW,Air,AU
Weipa,WEI,Air,AU
Welshpool,WHL,Air,AU
West Wyalong,WWY,Air,AU
Whyalla,WYA,Air,AU
Wilcannia,WIO,Air,AU
Wiluna,WUN,Air,AU
Windarra,WND,Air,AU
Windorah,WNR,Air,AU
Winton,WIN,Air,AU
Wittenoom,WIT,Air,AU
Wollogorang,WLL,Air,AU
Wollongong,WOL,Air,AU
Wondai,WDI,Air,AU
Wondoola,WON,Air,AU
Woodgreen,WOG,Air,AU
Woodie Woodie,WWI,Air,AU
Woomera,UMR,Air,AU
Wrotham Park,WPK,Air,AU
Wudinna,WUD,Air,AU
Wyndham,WYN,Air,AU
Yalata Mission,KYI,Air,AU
Yalgoo,YLG,Air,AU
Yam Island,XMY,Air,AU
Yandi,YNN,Air,AU
Yangoonabie,KYB,Air,AU
Yeelirrie,KYF,Air,AU
Yorke Island,OKR,Air,AU
Yorketown,ORR,Air,AU
Young,NGA,Air,AU
Yuendumu,YUE,Air,AU
King Island,KNS,Air,AU
Launceston,LST,Air,AU
Reina Beatrix,AUA,Air,AW
Heydar Aliyev,ZXT,Air,AZ
Gyandzha,KVD,Air,AZ
Nakhichevan,NAJ,Air,AZ
Banja Luka,BNX,Air,BA
Mostar,OMO,Air,BA
